,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
125,BRUTAL,OLIVIA RODRIGO,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37E-06,0.28,0.28,123.999,143747,0
126,TE FELICITO,SHAKIRA,0.695,0.636,5,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,172235,0
127,WHERE IT ENDS,BAILEY ZIMMERMAN,0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,179294,0
128,BEAUTIFUL MISTAKES,MAROON 5,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395,1
129,ANTI-HERO,TAYLOR SWIFT,0.638,0.634,4,-6.582,1,0.0457,0.133,1.23E-06,0.152,0.519,96.953,200690,1
130,SUPER FREAKY GIRL,NICKI MINAJ,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77E-05,0.309,0.912,133.01,170977,1
131,QUESTION...?,TAYLOR SWIFT,0.751,0.502,7,-8.763,1,0.167,0.2,0,0.296,0.106,108.943,210557,0
132,SMOKIN OUT THE WINDOW,BRUNO MARS,0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03,197443,0
133,LAVENDER HAZE,TAYLOR SWIFT,0.735,0.444,10,-10.519,1,0.0684,0.204,0.0012,0.17,0.0984,97.038,202396,1
134,SAVE YOUR TEARS,THE WEEKND,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44E-05,0.0936,0.593,118.091,191014,1
135,WAY 2 SEXY,DRAKE,0.803,0.597,11,-6.035,0,0.141,0.000619,4.50E-06,0.323,0.331,136.008,257605,1
136,BEJEWELED,TAYLOR SWIFT,0.7,0.55,7,-9.13,1,0.0653,0.0661,0.000102,0.091,0.412,164.003,194166,0
137,HAPPIER THAN EVER - EDIT,BILLIE EILISH,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,0
138,LOVE STORY (TAYLOR’S VERSION),TAYLOR SWIFT,0.627,0.792,2,-4.311,1,0.031,0.13,3.97E-06,0.0845,0.415,119.054,235767,0
139,SOMETHING ABOUT YOU,EYEDRESS,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,0
140,CHAMPAGNE POETRY,DRAKE,0.423,0.667,6,-7.012,0,0.326,0.758,0,0.246,0.496,86.743,336511,0
141,SOS,SZA,0.507,0.657,7,-7.356,0,0.233,0.669,6.97E-06,0.0947,0.506,119.159,117773,0
142,MASTERMIND,TAYLOR SWIFT,0.661,0.352,4,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934,191039,0
143,KISS ME MORE,DOJA CAT,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,1
144,FROM AUSTIN,ZACH BRYAN,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26E-06,0.107,0.379,109.755,207453,0
145,I KNEW YOU WERE TROUBLE (TAYLOR'S VERSION),TAYLOR SWIFT,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,219760,0
146,USED,SZA,0.734,0.689,10,-6.454,0,0.0871,0.532,8.47E-05,0.322,0.705,149.579,70160,0
147,EASY ON ME,ADELE,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695,1
148,MIDNIGHT RAIN,TAYLOR SWIFT,0.636,0.377,0,-11.721,1,0.0708,0.71,6.51E-05,0.115,0.23,139.966,174783,0
149,5 FOOT 9,TYLER HUBBARD,0.602,0.796,5,-5.609,1,0.0465,0.146,0,0.125,0.53,106.005,189780,0
150,THINGS A MAN OUGHTA KNOW,LAINEY WILSON,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93E-06,0.133,0.397,139.931,203373,0
151,HEAVY EYES,ZACH BRYAN,0.471,0.912,5,-3.032,1,0.0724,0.032,0,0.343,0.613,139.667,190780,0
152,AFTER LIKE,IVE,0.68,0.922,0,-1.215,1,0.121,0.103,0,0.0877,0.799,125.014,176973,0
153,F2F,SZA,0.533,0.74,2,-5.767,1,0.0359,0.089,2.95E-06,0.337,0.465,89.934,185040,0
154,LITTLE FREAK,HARRY STYLES,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,202183,0
155,OVER NOW,KAMERON MARLOWE,0.561,0.764,1,-4.313,1,0.0432,0.0813,0,0.108,0.356,117.058,221733,0
156,WE ARE NEVER EVER GETTING BACK TOGETHER (TAYLOR'S VERSION),TAYLOR SWIFT,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86E-06,0.0732,0.716,172.014,193147,0
157,WATER UNDER THE BRIDGE,SAM HUNT,0.635,0.866,5,-2.695,1,0.0473,0.0697,0,0.0955,0.853,133.889,169760,0
158,SUNSHINE,ONEREPUBLIC,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,163855,0
159,23,CHAYCE BECKHAM,0.626,0.583,0,-7.346,0,0.0318,0.276,0,0.141,0.428,87.977,228145,0
160,JUMBOTRON SHIT POPPIN,DRAKE,0.799,0.575,6,-6.257,0,0.282,0.221,0,0.196,0.319,99.026,137151,0
161,COOKIE,NEWJEANS,0.847,0.638,0,-3.764,1,0.0575,0.0596,0,0.0894,0.661,156.935,235562,0
162,LO SIENTO BB:/,TAINY,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78E-06,0.0865,0.138,169.888,207301,0
163,LESS THAN ZERO,THE WEEKND,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,0
164,LOVE YOU A LITTLE BIT,TANNER ADELL,0.61,0.868,1,-4.098,0,0.0351,0.0401,0,0.121,0.765,137.943,210813,0
165,HEART LIKE A TRUCK,LAINEY WILSON,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01E-05,0.158,0.392,139.974,199040,0
166,RUN BTS,BTS,0.724,0.818,8,-3.747,1,0.168,0.0201,0,0.0358,0.696,77.004,204940,0
